NAME,VAL
5333267,39.8107
1475833,0.158489
1288712,3.16228
3235560,0.0125893
3235565,10.0
4271676,5.01187
3180819,10.0
3941062,10.0
1565837,2.51189
2831718,8.91251
2980658,2.51189
1210778,10.0
1479697,17.7828
3206934,14.1254
2855584,4.46684
11958399,15.8489
11958390,1.0
1829290,7.94328
11958397,5.01187
2959173,14.1254
16758447,0.251189
5378674,1.77828
3774721,39.8107
1370241,39.8107
16758346,0.00251189
3240818,10.0
3240817,3.16228
3477046,28.1838
3245082,39.8107
3245738,8.91251
2938440,8.91251
3239359,2.81838
2938449,12.5893
4875068,39.8107
697197,5.01187
3246428,0.0316228
1132506,0.354813
664301,5.62341
3246423,2.51189
3246421,1.99526
5524102,3.16228
3234163,39.8107
3234160,3.98107
3234161,6.30957
124172,1.0
1482756,7.94328
3220527,14.1254
3240102,1.99526
3240105,28.1838
16758440,1.58489
2793146,1.58489
2133924,3.54813
682802,3.16228
3245883,6.30957
2084622,28.1838
6603741,12.5893
6603740,6.30957
1088811,15.8489
3138347,15.8489
9550253,19.9526
5342516,10.0
930897,8.91251
2230147,2.23872
2230146,7.07946
1994324,12.5893
5766359,11.2202
1894994,5.62341
3570389,3.98107
3013166,1.25893
1940329,2.51189
3234579,25.1189
3144202,1.99526
3246284,3.16228
3234576,10.0
3234571,6.30957
3233374,1.58489
3234573,5.01187
2867385,5.01187
3519,0.251189
6552022,1.25893
9615342,8.91251
11980904,1.25893
1022424,3.98107
54677843,5.62341
2689,12.5893
3242055,28.1838
3242500,7.07946
1483722,8.91251
2726190,8.91251
6604575,0.501187
3382829,2.23872
2986428,8.91251
3243906,28.1838
6066776,0.398107
6066774,0.707946
2802924,15.8489
5739314,8.91251
4614034,1.58489
986236,10.0
3229174,3.54813
6413218,2.23872
4336830,5.01187
3632817,6.30957
1473674,0.0446684
2274646,3.54813
4173677,15.8489
1022009,14.1254
9551610,17.7828
3932660,7.94328
3233248,15.8489
4318242,5.01187
1322118,3.54813
3233247,0.398107
3233245,12.5893
3233242,39.8107
6604715,7.94328
3233713,10.0
734554,3.16228
734555,15.8489
660546,39.8107
1472407,6.30957
6323813,7.07946
3211145,15.8489
1735073,25.1189
2830094,12.5893
3239543,7.94328
707498,7.94328
439246,3.98107
3243676,7.07946
3103429,0.794328
2908925,6.30957
272572,3.98107
5771690,0.1
2882867,15.8489
3244907,11.2202
7184,6.30957
1791579,2.23872
11958561,7.07946
11958566,0.141254
5792239,12.5893
898839,12.5893
1098144,11.2202
2091261,11.2202
859016,15.8489
5103771,1.99526
3235712,3.54813
2733484,0.316228
3232796,12.5893
2309247,22.3872
5333096,3.16228
3232795,39.8107
1612038,22.3872
3235719,2.23872
3246275,0.630957
373201,3.98107
2999101,5.62341
3595012,2.23872
732475,2.81838
5947041,12.5893
653914,1.12202
3621760,22.3872
210230,0.1
3236061,11.2202
7605374,28.1838
2914650,7.07946
4609480,0.501187
107896,0.158489
5731085,5.62341
3173042,0.0707946
995895,12.5893
3094819,14.1254
3232839,10.0
1402105,0.707946
2217311,6.30957
2672941,17.7828
3232832,15.8489
3232833,25.1189
3232830,7.94328
3232831,0.794328
1242827,8.91251
679916,39.8107
2885841,1.58489
4289706,25.1189
1732274,8.91251
11289,0.1
5458262,3.98107
6899176,3.54813
1110074,14.1254
6872864,3.16228
2866118,12.5893
1846661,7.07946
4621,12.5893
1765982,15.8489
1309483,1.99526
5346232,2.23872
660304,10.0
3241353,3.16228
990668,25.1189
990669,7.07946
